Client_ID,Investment_Type,Amount,Returns,Risk_Level
2539,Stock,97.80999755859376,35.99792759437372,High
2540,Stock,98.6999969482422,32.60963625339616,High
2541,Stock,102.3000030517578,35.92369593530481,High
2542,Stock,102.66000366210938,37.12861186937826,High
2543,Stock,102.55999755859376,37.80923734159147,High
2544,Stock,102.33999633789062,37.74170039978637,High
2545,Stock,101.9000015258789,37.754472789591,High
2546,Stock,101.93000030517578,35.60189937694963,High
2547,Stock,102.0,36.313035764810245,High
2548,Stock,103.3000030517578,37.04111971036597,High
2549,Stock,102.61000061035156,37.67520468099656,High
2550,Stock,101.7699966430664,37.57872446943655,High
2551,Stock,102.16999816894533,37.191613744008606,High
2552,Stock,102.16000366210938,36.55340208296642,High
2553,Stock,103.02999877929688,37.22417802508565,High
2554,Stock,102.0199966430664,35.16111627282644,High
2555,Stock,103.68000030517578,35.34504231641185,High
2556,Stock,105.62000274658205,35.74466854211876,High
2557,Stock,107.0,37.60806140245443,High
2558,Stock,107.23999786376952,36.946216197757565,High
2559,Stock,108.22000122070312,37.497407010048974,High
2560,Stock,107.7699966430664,36.988787882138055,High
2561,Stock,107.48999786376952,36.961148391332685,High
2562,Stock,108.62000274658205,36.53405693521869,High
2563,Stock,107.7300033569336,35.551182368461596,High
2564,Stock,107.87999725341795,37.445289374834005,High
2565,Stock,107.68000030517578,35.76999786155394,High
2566,Stock,108.30999755859376,37.58549055580674,High
2567,Stock,107.56999969482422,37.406601053104495,High
2568,Stock,107.27999877929688,35.24081425692111,High
2569,Stock,108.0999984741211,35.628371173951784,High
2570,Stock,107.44000244140624,37.54692459656614,High
2571,Stock,106.69000244140624,37.04588837991306,High
2572,Stock,107.25,34.74625717142432,High
2573,Stock,108.7699966430664,34.99193743105627,High
2574,Stock,108.75,36.96847061925564,High
2575,Stock,108.25,35.7794386441716,High
2576,Stock,109.6500015258789,37.272748980391036,High
2577,Stock,110.0199966430664,35.79615182080553,High
2578,Stock,111.81999969482422,37.34026484566724,High
2579,Stock,111.94000244140624,34.94607886824899,High
2580,Stock,112.9000015258789,36.69017373418201,High
2581,Stock,112.9800033569336,35.57026562626881,High
2582,Stock,112.0,37.49997658389354,High
2583,Stock,110.20999908447266,36.45902893097351,High
2584,Stock,110.22000122070312,36.81619631102378,High
2585,Stock,110.9499969482422,37.202480212520655,High
2586,Stock,111.08000183105467,36.834472846969575,High
2587,Stock,111.06999969482422,36.69976669848592,High
2588,Stock,109.98999786376952,37.59821091704435,High
2589,Stock,109.0,35.730339982135504,High
2590,Stock,109.02999877929688,36.69549550273409,High
2591,Stock,109.27999877929688,36.51140593363015,High
2592,Stock,108.86000061035156,36.37053337100245,High
2593,Stock,109.83999633789062,35.93978856881711,High
2594,Stock,111.5999984741211,35.74930371991885,High
2595,Stock,112.7300033569336,37.01483552235344,High
2596,Stock,113.62999725341795,36.445484921766756,High
2597,Stock,114.33000183105467,36.903682252923865,High
2598,Stock,114.41000366210938,36.702047119342595,High
2599,Stock,115.4000015258789,36.686191618641985,High
2600,Stock,116.56999969482422,35.9306607916347,High
2601,Stock,116.73999786376952,37.05815394774296,High
2602,Stock,115.5199966430664,37.147082445562354,High
2603,Stock,114.86000061035156,36.304708306115266,High
2604,Stock,116.3000030517578,35.157717817916904,High
2605,Stock,117.0199966430664,36.13247857748102,High
2606,Stock,118.0500030517578,37.598178335128765,High
2607,Stock,115.45999908447266,37.33653618843606,High
2608,Stock,114.9499969482422,33.476016270426086,High
2609,Stock,117.81999969482422,35.6978306751429,High
2610,Stock,119.3000030517578,36.79551389441728,High
2611,Stock,119.5500030517578,37.46020628779688,High
2612,Stock,119.77999877929688,37.23159852071231,High
2613,Stock,119.02999877929688,35.112326004396444,High
2614,Stock,120.8000030517578,36.715430682802705,High
2615,Stock,121.27999877929688,37.17968433266696,High
2616,Stock,118.6999969482422,37.34369765443309,High
2617,Stock,116.5999984741211,36.2543373524052,High
2618,Stock,116.2300033569336,36.77448669275598,High
2619,Stock,117.1999969482422,37.16519768522695,High
2620,Stock,117.5500030517578,36.48356817284919,High
2621,Stock,117.0,36.954377815200914,High
2622,Stock,113.52999877929688,35.07583773802179,High
2623,Stock,110.2300033569336,34.01180203669539,High
2624,Stock,112.52999877929688,35.171801479385465,High
2625,Stock,115.93000030517578,36.28161885071673,High
2626,Stock,116.52999877929688,36.94010480873974,High
2627,Stock,116.0199966430664,31.717356761342746,High
2628,Stock,118.70999908447266,37.26814498787181,High
2629,Stock,118.0199966430664,36.44729358500579,High
2630,Stock,119.1999969482422,32.74833414404637,High
2631,Stock,122.31999969482422,35.947331955323584,High
2632,Stock,122.6500015258789,35.54616332067243,High
2633,Stock,122.0199966430664,36.8545556061841,High
2634,Stock,122.58999633789062,35.14265740288437,High
2635,Stock,124.9499969482422,35.77138171079885,High
2636,Stock,124.8000030517578,35.36203612057158,High
2637,Stock,126.0,33.98592809088125,High
2638,Stock,128.08999633789062,36.13466692073477,High
2639,Stock,128.89999389648438,35.1543903469995,High
2640,Stock,128.6699981689453,36.80409725214538,High
2641,Stock,127.22000122070312,36.99128011460125,High
2642,Stock,127.5,36.034030648617666,High
2643,Stock,127.77999877929688,34.87610009145081,High
2644,Stock,129.27000427246094,36.543350355910746,High
2645,Stock,128.60000610351562,36.63439676296353,High
2646,Stock,127.05999755859376,36.337918124101186,High
2647,Stock,126.55999755859376,35.57893656274677,High
2648,Stock,127.86000061035156,34.62935981416035,High
2649,Stock,129.80999755859375,35.4672367804949,High
2650,Stock,130.49000549316406,35.32324397542222,High
2651,Stock,130.80999755859375,35.46069201098063,High
2652,Stock,132.61000061035156,35.8089376975237,High
2653,Stock,134.02999877929688,37.22221172062552,High
2654,Stock,130.83999633789062,37.04205037984218,High
2655,Stock,129.0500030517578,35.84071208663563,High
2656,Stock,128.44000244140625,36.76071143663473,High
2657,Stock,129.61000061035156,36.60827740445399,High
2658,Stock,130.00999450683594,36.19347024341628,High
2659,Stock,129.4199981689453,33.56801297622471,High
2660,Stock,130.85000610351562,36.83336528627563,High
2661,Stock,128.85000610351562,36.214925739090525,High
2662,Stock,127.76000213623048,36.375022212362744,High
2663,Stock,128.44000244140625,36.02234093945804,High
2664,Stock,128.50999450683594,35.730122064798564,High
2665,Stock,128.50999450683594,34.049401527014744,High
2666,Stock,129.35000610351562,37.01777245717268,High
2667,Stock,127.5999984741211,36.56523884155928,High
2668,Stock,126.11000061035156,36.891025253488095,High
2669,Stock,124.4499969482422,36.56814873619349,High
2670,Stock,124.33999633789062,35.65602194003647,High
2671,Stock,126.11000061035156,36.02007464794771,High
2672,Stock,126.69000244140624,35.91973117125718,High
2673,Stock,127.4000015258789,36.55339861797787,High
2674,Stock,127.83000183105467,36.85394453338011,High
2675,Stock,127.63999938964844,36.9495648318732,High
2676,Stock,127.4499969482422,36.703024514214896,High
2677,Stock,126.6999969482422,36.228419946672894,High
2678,Stock,124.2300033569336,32.37040129191226,High
2679,Stock,126.37999725341795,36.54727492430492,High
2680,Stock,125.61000061035156,35.76871622420076,High
2681,Stock,127.29000091552734,35.66246315339603,High
2682,Stock,128.0,34.79745410682633,High
2683,Stock,130.02000427246094,35.22394734369803,High
2684,Stock,131.4199981689453,36.74210279892336,High
2685,Stock,131.3800048828125,36.411057665267755,High
2686,Stock,131.89999389648438,35.91303274558006,High
2687,Stock,130.58999633789062,35.243094691385835,High
2688,Stock,131.00999450683594,35.903546604014366,High
2689,Stock,132.7100067138672,36.175451278856,High
2690,Stock,131.25,36.859743822349635,High
2691,Stock,131.63999938964844,35.78906006095836,High
2692,Stock,132.33999633789062,36.377701067478,High
2693,Stock,132.4600067138672,35.929096203484846,High
2694,Stock,133.00999450683594,32.678783432471434,High
2695,Stock,137.10000610351562,35.242790915824685,High
2696,Stock,138.7100067138672,35.92124237456775,High
2697,Stock,138.4499969482422,34.340950537403224,High
2698,Stock,140.42999267578125,35.819856084275656,High
2699,Stock,141.39999389648438,35.9807753134199,High
2700,Stock,140.6999969482422,35.09901357471168,High
2701,Stock,141.60000610351562,35.88712166167762,High
2702,Stock,139.47999572753906,37.05785122479953,High
2703,Stock,139.32000732421875,35.29048301074236,High
2704,Stock,140.49000549316406,36.70757011343333,High
2705,Stock,137.8000030517578,34.128059142606865,High
2706,Stock,139.14999389648438,36.567115396783024,High
2707,Stock,138.77000427246094,34.14812088689328,High
2708,Stock,141.39999389648438,33.52609826515886,High
2709,Stock,144.2100067138672,35.470344248688306,High
2710,Stock,144.05999755859375,35.66412383980651,High
2711,Stock,143.00999450683594,36.63746108629832,High
2712,Stock,143.22999572753906,34.891760048491776,High
2713,Stock,143.7899932861328,36.896000441627116,High
2714,Stock,143.0500030517578,36.00255904462334,High
2715,Stock,143.33999633789062,36.60036613649652,High
2716,Stock,141.11000061035156,36.88319719690798,High
2717,Stock,141.55999755859375,35.535496840350596,High
2718,Stock,142.24000549316406,35.3826931870424,High
2719,Stock,143.10000610351562,34.33545596830565,High
2720,Stock,144.30999755859375,36.38684110338144,High
2721,Stock,143.1699981689453,36.00337211297071,High
2722,Stock,141.25999450683594,35.87475284715166,High
2723,Stock,141.1999969482422,36.574256715561454,High
2724,Stock,140.14999389648438,35.721504102216514,High
2725,Stock,139.17999267578125,35.55793012330744,High
2726,Stock,145.6199951171875,33.572251307837995,High
2727,Stock,147.58999633789062,35.760903693624925,High
2728,Stock,147.4499969482422,36.83511752104452,High
2729,Stock,148.02999877929688,34.933965240778754,High
2730,Stock,149.8000030517578,34.91431369012341,High
2731,Stock,149.00999450683594,36.70004452839033,High
2732,Stock,148.3000030517578,33.88015474133475,High
2733,Stock,150.4499969482422,35.95538463044617,High
2734,Stock,150.8800048828125,35.895940859858555,High
2735,Stock,152.1300048828125,34.52009748059981,High
2736,Stock,154.16000366210938,37.05788348418745,High
2737,Stock,154.83999633789062,35.258394456743126,High
2738,Stock,155.7100067138672,36.096465864824985,High
2739,Stock,156.25,36.43790866001652,High
2740,Stock,156.9199981689453,36.01772319738383,High
2741,Stock,158.1199951171875,34.606139217186566,High
2742,Stock,160.0,36.418354686213036,High
2743,Stock,160.07000732421875,35.39154348466911,High
2744,Stock,159.88999938964844,36.09597443743387,High
2745,Stock,161.4499969482422,36.20573465878174,High
2746,Stock,158.50999450683594,36.50666770390301,High
2747,Stock,158.39999389648438,36.0955711689148,High
2748,Stock,158.1999969482422,36.00041346622232,High
2749,Stock,160.0,35.41589651901765,High
2750,Stock,161.32000732421875,33.55587027723256,High
2751,Stock,163.60000610351562,34.22724771727583,High
2752,Stock,166.05999755859375,35.033096292390134,High
2753,Stock,165.32000732421875,36.303351866856545,High
2754,Stock,163.5,35.242950495460626,High
2755,Stock,161.75999450683594,35.899502774945745,High
2756,Stock,162.1999969482422,35.768802921638795,High
2757,Stock,162.10000610351562,35.213388324646985,High
2758,Stock,158.64999389648438,35.37385436012387,High
2759,Stock,156.0800018310547,36.44970943841745,High
2760,Stock,157.1199951171875,35.30076484167063,High
2761,Stock,157.75,35.570073229028665,High
2762,Stock,158.0,36.73866670698741,High
2763,Stock,159.69000244140625,32.86285079335054,High
2764,Stock,162.1999969482422,35.66083830073295,High
2765,Stock,163.6999969482422,35.081627910798034,High
2766,Stock,162.0500030517578,35.0729542269547,High
2767,Stock,158.60000610351562,36.18934099962148,High
2768,Stock,156.07000732421875,36.7382181779996,High
2769,Stock,151.11000061035156,34.96023242311125,High
2770,Stock,150.6199951171875,34.91017315898984,High
2771,Stock,147.0,35.65662165475081,High
2772,Stock,146.25,36.04767028243906,High
2773,Stock,146.75,34.33819872507744,High
2774,Stock,143.33999633789062,34.1435986937395,High
2775,Stock,143.6999969482422,36.77333217728015,High
2776,Stock,140.4199981689453,33.44704589625137,High
2777,Stock,144.67999267578125,34.32216643811553,High
2778,Stock,149.47000122070312,33.67003063762616,High
2779,Stock,149.25,36.2437772709605,High
2780,Stock,149.14999389648438,35.14227332181051,High
2781,Stock,150.19000244140625,33.78037099976337,High
2782,Stock,153.60000610351562,36.33834910452846,High
2783,Stock,149.85000610351562,36.273080954139274,High
2784,Stock,147.5,35.17853132405476,High
2785,Stock,148.3000030517578,35.26826508128388,High
2786,Stock,144.5,31.969364278610602,High
2787,Stock,148.99000549316406,35.95200568078976,High
2788,Stock,145.0,36.77328594943759,High
2789,Stock,138.00999450683594,35.555298938120885,High
2790,Stock,136.7899932861328,35.084605791162055,High
2791,Stock,140.07000732421875,32.92972033668205,High
2792,Stock,142.61000061035156,35.45300926081927,High
2793,Stock,142.9499969482422,36.012026308748155,High
2794,Stock,143.58999633789062,35.20075600705578,High
2795,Stock,145.5,32.82056678676551,High
2796,Stock,146.9499969482422,35.51904148272135,High
2797,Stock,147.2100067138672,36.11672999462311,High
2798,Stock,148.10000610351562,35.13083005044913,High
2799,Stock,147.16000366210938,36.77324291016254,High
2800,Stock,145.07000732421875,35.44740502747613,High
2801,Stock,146.35000610351562,31.516195012180187,High
2802,Stock,149.5,35.9276823140594,High
2803,Stock,151.33999633789062,35.777409889958115,High
2804,Stock,150.0,35.91244939869484,High
2805,Stock,150.1999969482422,36.428070746847354,High
2806,Stock,148.44000244140625,36.70883799025093,High
2807,Stock,148.16000366210938,36.13923875816765,High
2808,Stock,146.5500030517578,34.82284701160714,High
2809,Stock,145.07000732421875,36.58492715562879,High
2810,Stock,142.10000610351562,36.341474073584436,High
2811,Stock,138.97000122070312,35.67011184637575,High
2812,Stock,139.1999969482422,35.151874932591554,High
2813,Stock,139.89999389648438,34.428675424301005,High
2814,Stock,142.6999969482422,32.79951696806578,High
2815,Stock,145.0,36.60370583150271,High
2816,Stock,141.8000030517578,36.212966432602194,High
2817,Stock,143.05999755859375,32.876869878223594,High
2818,Stock,145.33999633789062,33.548993296683214,High
2819,Stock,146.69000244140625,35.80466850814876,High
2820,Stock,147.58999633789062,35.82695241121095,High
2821,Stock,149.3300018310547,34.29414375997877,High
2822,Stock,150.66000366210938,34.57660449447634,High
2823,Stock,149.58999633789062,34.93711201053617,High
2824,Stock,147.5399932861328,34.29533698762406,High
2825,Stock,148.47000122070312,33.1871989511614,High
2826,Stock,152.1699981689453,35.71221090547699,High
2827,Stock,151.75999450683594,35.648015264546714,High
2828,Stock,150.49000549316406,35.57858505907404,High
2829,Stock,149.60000610351562,36.070664913399916,High
2830,Stock,148.5,33.62696557876369,High
2831,Stock,149.99000549316406,35.432266437863326,High
2832,Stock,149.42999267578125,35.59060985593789,High
2833,Stock,151.2100067138672,35.156418300680336,High
2834,Stock,152.72000122070312,34.44511019294386,High
2835,Stock,153.85000610351562,35.91346637630174,High
2836,Stock,153.0,34.96159311353199,High
2837,Stock,151.63999938964844,34.50103979718761,High
2838,Stock,153.0500030517578,35.46989260433063,High
2839,Stock,152.14999389648438,35.95207094980661,High
2840,Stock,150.75,35.85773400063406,High
2841,Stock,149.75,36.152577762674404,High
2842,Stock,147.8800048828125,34.9379285311552,High
2843,Stock,145.66000366210938,35.117064619777686,High
2844,Stock,146.4199981689453,35.849710774801316,High
2845,Stock,147.07000732421875,34.99328281532392,High
2846,Stock,147.1300048828125,34.60468899707884,High
2847,Stock,149.0500030517578,34.432175728172375,High
2848,Stock,149.9199981689453,35.76428822028369,High
2849,Stock,148.35000610351562,36.241476294778856,High
2850,Stock,147.52000427246094,34.36682368253816,High
2851,Stock,149.14999389648438,34.77191982232987,High
2852,Stock,154.7100067138672,33.35761785781952,High
2853,Stock,156.80999755859375,33.008247217998964,High
2854,Stock,159.52000427246094,33.92495257389086,High
2855,Stock,161.52000427246094,35.4455999173408,High
2856,Stock,162.0,35.42371571207828,High
2857,Stock,162.30999755859375,35.54163177137272,High
2858,Stock,164.22999572753906,34.50251085220013,High
2859,Stock,165.86000061035156,35.39052224082267,High
2860,Stock,165.75999450683594,35.009985080635964,High
2861,Stock,167.0,35.07657560367543,High
2862,Stock,167.02000427246094,35.10077611997775,High
2863,Stock,167.25,35.030629798023135,High
2864,Stock,167.8000030517578,34.67782868587007,High
2865,Stock,169.10000610351562,36.387050849510175,High
2866,Stock,168.50999450683594,34.7008778236594,High
2867,Stock,170.10000610351562,33.23215934496816,High
2868,Stock,173.30999755859375,33.931948730605264,High
2869,Stock,174.69000244140625,35.813831878410475,High
2870,Stock,173.8000030517578,35.00648591139619,High
2871,Stock,175.32000732421875,34.80572103836959,High
2872,Stock,176.7899932861328,34.86435411279448,High
2873,Stock,176.75,34.751027050859015,High
2874,Stock,178.61000061035156,34.26356590925618,High
2875,Stock,180.6499938964844,34.06863172532817,High
2876,Stock,183.08999633789065,34.87442635588076,High
2877,Stock,182.13999938964844,35.750325139529096,High
2878,Stock,181.8500061035156,35.6083247111144,High
2879,Stock,179.89999389648438,36.06909722146083,High
2880,Stock,178.85000610351562,35.012403949589874,High
2881,Stock,180.2100067138672,32.87197368086496,High
2882,Stock,184.3999938964844,33.68849113064258,High
2883,Stock,187.16000366210935,35.13552699495018,High
2884,Stock,188.2899932861328,32.598045378593724,High
2885,Stock,188.38999938964844,35.98038700627601,High
2886,Stock,186.6999969482422,33.993545174524606,High
2887,Stock,188.8800048828125,35.529568603629734,High
2888,Stock,184.75,35.99851014402765,High
2889,Stock,182.6999969482422,32.774152268435294,High
2890,Stock,185.3000030517578,34.850718698076186,High
2891,Stock,187.67999267578125,34.51969275192594,High
2892,Stock,188.55999755859372,36.09595717693686,High
2893,Stock,186.5,34.54485891269161,High
2894,Stock,184.77999877929688,36.18253661853244,High
2895,Stock,184.6000061035156,34.39156330922871,High
2896,Stock,187.22999572753903,35.819807127385054,High
2897,Stock,185.3999938964844,32.63413100573968,High
2898,Stock,189.83999633789065,33.87649279179372,High
2899,Stock,194.0,34.29956467196598,High
2900,Stock,194.8800048828125,36.070847388790625,High
2901,Stock,195.02999877929688,34.513441045235254,High
2902,Stock,198.2899932861328,35.180335170983426,High
2903,Stock,199.9900054931641,34.634143385050194,High
2904,Stock,199.1499938964844,34.527477622292366,High
2905,Stock,193.1100006103516,36.182522668827986,High
2906,Stock,191.5,32.29989501517636,High
2907,Stock,193.05999755859372,33.989380082629935,High
2908,Stock,193.17999267578125,35.04999260226187,High
2909,Stock,191.5200042724609,34.0960681073503,High
2910,Stock,195.38999938964844,33.010291536401176,High
2911,Stock,198.2100067138672,33.88587056230064,High
2912,Stock,201.0,33.52531847080493,High
2913,Stock,200.0,36.04644295410685,High
2914,Stock,200.0,32.79615892946065,High
2915,Stock,201.83999633789065,35.72531001955881,High
2916,Stock,198.44000244140625,35.12028543966579,High
2917,Stock,198.0,35.9696544208563,High
2918,Stock,197.6300048828125,34.481336128893126,High
2919,Stock,199.8000030517578,36.15523999504213,High
2920,Stock,199.63999938964844,33.770253628207925,High
2921,Stock,200.42999267578125,35.63442236999711,High
2922,Stock,201.2400054931641,36.09464249947142,High
2923,Stock,197.6999969482422,35.907557240970434,High
2924,Stock,195.66000366210935,34.51197820747958,High
2925,Stock,198.2899932861328,35.11271685135175,High
2926,Stock,199.72000122070312,34.678709036943076,High
2927,Stock,199.75999450683597,35.477174816288155,High
2928,Stock,199.32000732421875,36.161984636814296,High
2929,Stock,197.82000732421875,34.21494961374332,High
2930,Stock,198.07000732421875,35.64834031183604,High
2931,Stock,197.8999938964844,35.395723964462746,High
2932,Stock,198.1000061035156,32.41917698593595,High
2933,Stock,202.0,34.79458604871098,High
2934,Stock,201.5,31.857056629470847,High
2935,Stock,207.6000061035156,33.43155711932511,High
2936,Stock,210.3999938964844,33.89787781640242,High
2937,Stock,210.8500061035156,34.43544668960786,High
2938,Stock,210.8500061035156,34.66254078511484,High
2939,Stock,209.1000061035156,35.805840822011355,High
2940,Stock,208.83999633789065,35.017743195022064,High
2941,Stock,209.6000061035156,33.803836399123185,High
2942,Stock,210.6499938964844,34.68286523809182,High
2943,Stock,213.02999877929688,31.588085459330944,High
2944,Stock,212.50999450683597,35.597894584955945,High
2945,Stock,210.6000061035156,34.10853692379086,High
2946,Stock,210.1300048828125,35.368970950150775,High
2947,Stock,208.3699951171875,35.68820917612235,High
2948,Stock,207.2899932861328,32.83441475328117,High
2949,Stock,209.72999572753903,34.499427258726975,High
2950,Stock,211.0,34.40726206298746,High
2951,Stock,211.5,35.28357270819171,High
2952,Stock,212.6999969482422,34.72012016609239,High
2953,Stock,213.1000061035156,35.66873554435223,High
2954,Stock,209.80999755859372,33.355575252154,High
2955,Stock,210.5800018310547,34.23413354965533,High
2956,Stock,209.8699951171875,35.14386678158873,High
2957,Stock,210.47000122070312,34.63740023984799,High
2958,Stock,212.7899932861328,33.07225083767718,High
2959,Stock,216.41000366210935,35.69810298253369,High
2960,Stock,215.0200042724609,34.764352832197716,High
2961,Stock,215.97000122070312,32.896966473816065,High
2962,Stock,218.16000366210935,34.72626057562774,High
2963,Stock,218.0,35.352965959224285,High
2964,Stock,215.5500030517578,35.35862844978594,High
2965,Stock,212.66000366210935,35.10390008220494,High
2966,Stock,194.6499938964844,35.01880397171722,High
2967,Stock,197.7899932861328,33.28657843388876,High
2968,Stock,194.0800018310547,32.15552949689114,High
2969,Stock,195.58999633789065,35.89965581351167,High
2970,Stock,189.8500061035156,35.84789677227751,High
2971,Stock,193.6999969482422,33.42720508755267,High
2972,Stock,195.5,35.892607797103274,High
2973,Stock,198.0,34.63600545884683,High
2974,Stock,198.8600006103516,34.04091982438338,High
2975,Stock,198.8600006103516,33.4454586728819,High
2976,Stock,198.5200042724609,35.606839812617444,High
2977,Stock,197.5399932861328,34.182344185369665,High
2978,Stock,199.5,35.014490808031,High
2979,Stock,198.2700042724609,35.4564974292208,High
2980,Stock,200.44000244140625,34.61197967504044,High
2981,Stock,202.0,34.622255455073976,High
2982,Stock,204.16000366210935,31.5791647547453,High
2983,Stock,209.2899932861328,35.44386408795893,High
2984,Stock,209.7100067138672,34.556419383174344,High
2985,Stock,209.3000030517578,34.39486189697163,High
2986,Stock,209.7400054931641,35.87096809906177,High
2987,Stock,206.19000244140625,35.58046121285347,High
2988,Stock,206.3000030517578,35.36462888326319,High
2989,Stock,204.6999969482422,34.685328403954216,High
2990,Stock,203.2899932861328,34.39497404364171,High
2991,Stock,206.47000122070312,33.82917872182979,High
2992,Stock,208.2100067138672,35.57753327351273,High
2993,Stock,207.41000366210935,35.61516595091888,High
2994,Stock,207.4499969482422,34.98562467315828,High
2995,Stock,208.2100067138672,35.408913503627545,High
2996,Stock,206.6100006103516,35.74498928558004,High
2997,Stock,205.38999938964844,34.86523284684909,High
2998,Stock,205.6100006103516,35.36919715821127,High
2999,Stock,208.1199951171875,31.89905954597104,High
3000,Stock,213.5399932861328,35.09478896020056,High
3001,Stock,213.97000122070312,34.21147157689031,High
3002,Stock,214.8000030517578,33.17147370434566,High
3003,Stock,218.3699951171875,34.73249833197748,High
3004,Stock,220.47999572753903,34.55424772086005,High
3005,Stock,218.7100067138672,34.502087059107474,High
3006,Stock,220.1000061035156,32.42897646157802,High
3007,Stock,224.1699981689453,35.35181398934669,High
3008,Stock,222.9900054931641,34.95746364940751,High
3009,Stock,218.47999572753903,35.65745280560883,High
3010,Stock,215.3500061035156,33.73238074653242,High
3011,Stock,217.4499969482422,34.47657776488553,High
3012,Stock,218.5500030517578,33.89410106214909,High
3013,Stock,221.42999267578125,32.209536234630434,High
3014,Stock,225.6000061035156,34.77038733040466,High
3015,Stock,222.9600067138672,34.53741650055014,High
3016,Stock,223.3500061035156,33.80911439871688,High
3017,Stock,222.9499969482422,35.64697930014937,High
3018,Stock,223.6000061035156,33.411234735710295,High
3019,Stock,225.3500061035156,35.240062053586904,High
3020,Stock,224.25999450683597,35.66559537412825,High
3021,Stock,224.5200042724609,34.1901972979825,High
3022,Stock,225.25,34.46664860051876,High
3023,Stock,227.9499969482422,34.329834093481196,High
3024,Stock,228.55999755859372,35.341460316129364,High
3025,Stock,228.75,34.58504927170418,High
3026,Stock,228.42999267578125,35.672876069891565,High
3027,Stock,225.0500030517578,35.35930398544653,High
3028,Stock,224.19000244140625,34.9316769364936,High
3029,Stock,226.02999877929688,34.30621024811072,High
3030,Stock,225.6000061035156,31.993712834445336,High
3031,Stock,230.08999633789065,35.30894564716648,High
3032,Stock,229.58999633789065,35.07926106852632,High
3033,Stock,227.94000244140625,34.69230167200028,High
3034,Stock,228.25,35.0812713138757,High
3035,Stock,224.8500061035156,34.24559693351157,High
3036,Stock,219.33999633789065,35.300257307066076,High
3037,Stock,218.75,31.932531823569686,High
3038,Stock,224.1300048828125,33.92769286261615,High
3039,Stock,225.5800018310547,34.385883802238844,High
3040,Stock,228.0,32.461568329519935,High
3041,Stock,225.00999450683597,35.2932719505547,High
3042,Stock,226.0,35.62415888108487,High
3043,Stock,224.8000030517578,34.4404282384805,High
3044,Stock,225.4900054931641,33.38391213279225,High
3045,Stock,225.72000122070312,35.63607159318896,High
3046,Stock,222.1999969482422,32.92653271137064,High
3047,Stock,220.2700042724609,34.43822535692129,High
3048,Stock,215.0500030517578,34.67977910765425,High
3049,Stock,214.1699981689453,35.73818024693674,High
3050,Stock,212.55999755859372,31.548397277268027,High
3051,Stock,217.6699981689453,34.938504372923575,High
3052,Stock,213.69000244140625,33.821936136865354,High
3053,Stock,216.0,33.768829139462355,High
3054,Stock,219.9900054931641,32.98169512987131,High
3055,Stock,221.1999969482422,35.66462603648952,High
3056,Stock,220.6999969482422,33.953770476074226,High
3057,Stock,222.50999450683597,35.25799807720581,High
3058,Stock,216.5200042724609,35.388037147269515,High
3059,Stock,214.6499938964844,34.44172663548144,High
3060,Stock,216.72000122070312,33.53844446993473,High
3061,Stock,219.1999969482422,33.917588077985194,High
3062,Stock,219.4600067138672,35.15931379343755,High
3063,Stock,218.6499938964844,35.274163089739815,High
3064,Stock,212.33999633789065,34.06508246797271,High
3065,Stock,210.02999877929688,34.67379055053489,High
3066,Stock,204.7899932861328,34.98023337769274,High
3067,Stock,204.07000732421875,35.09607638553226,High
3068,Stock,196.7700042724609,34.79289505402629,High
3069,Stock,197.77999877929688,32.14363341341105,High
3070,Stock,189.0,31.480717200898795,High
3071,Stock,190.50999450683597,33.98959485662505,High
3072,Stock,192.4499969482422,33.21729124623899,High
3073,Stock,187.25,34.71051481840077,High
3074,Stock,182.8500061035156,31.085740239447546,High
3075,Stock,185.0,33.716625740110764,High
3076,Stock,179.67999267578125,35.494742743116845,High
3077,Stock,175.0,26.26644346618386,High
3078,Stock,185.38999938964844,31.34310238718096,High
3079,Stock,188.75999450683597,32.31236502653667,High
3080,Stock,180.7899932861328,34.40929183085074,High
3081,Stock,175.57000732421875,31.79394835043886,High
3082,Stock,176.61000061035156,34.81541247694898,High
3083,Stock,169.0,34.89609681216835,High
3084,Stock,163.8300018310547,34.61561391284396,High
3085,Stock,157.3800048828125,25.547025529095567,High
3086,Stock,170.5,32.01058363581632,High
3087,Stock,170.1199951171875,33.42417375684312,High
3088,Stock,170.0,31.26347480283298,High
3089,Stock,174.2899932861328,32.752711766503914,High
3090,Stock,175.9199981689453,34.28869845494114,High
3091,Stock,175.60000610351562,32.38120643921681,High
3092,Stock,177.25999450683594,34.96934033563554,High
3093,Stock,170.25,34.939945547533675,High
3094,Stock,167.9199981689453,30.970946903996655,High
3095,Stock,169.7899932861328,34.237692618937146,High
3096,Stock,173.8699951171875,33.84741920637915,High
3097,Stock,176.17999267578125,32.03240325843921,High
3098,Stock,176.89999389648438,34.8013208841552,High
3099,Stock,175.36000061035156,32.606044284196464,High
3100,Stock,175.0,32.48165018019736,High
3101,Stock,178.5,31.72383002273998,High
3102,Stock,182.5,34.75631898400961,High
3103,Stock,181.6999969482422,34.87858777156061,High
3104,Stock,183.72000122070312,32.0798828157781,High
3105,Stock,185.58999633789065,31.94010486584236,High
3106,Stock,186.33999633789065,34.57746819565697,High
3107,Stock,187.41000366210935,26.64868521876103,High
3108,Stock,203.0,33.846324414610066,High
